fid,mslink,miejscowosc,kod,poczta,przedr,przedrostek,ulica,ulica_pelna,nr_adr,nr_adr2,dzialka_id,budynek_id,kat,just,teryt_numer,field_2
2171,117491,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,25,,,,86,uc,24289--25,32
2172,117492,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,4,,,,267,uc,24289--4,17
2173,117496,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,5,,,,267,uc,24289--5,12
2174,117497,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,23,,,,87,uc,24289--23,36
2175,117499,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,33,,,,177,uc,24628--33,17
2176,117500,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,18,,,,344,uc,24687--18,5
2177,117503,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,20,,,,357,uc,24628--20,23
2178,117508,Słupsk,76-200,Słupsk,ul.,ulica,Tuwima,Juliana Tuwima,12,,,,15,uc,23196--12,127
2179,117510,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,12,,,,266,uc,24289--12,90
2180,117511,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,26,,,,74,uc,27319--26,19
2181,117512,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,13,,,,268,uc,24289--13,29
2182,117513,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,34,,,,177,uc,24628--34,10
2183,117514,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,14,,,,267,uc,24289--14,33
2184,117517,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,15,,,,266,uc,24289--15,30
2185,117520,Słupsk,76-200,Słupsk,pl.,plac,Broniewskiego,Władysława Broniewskiego,11,,,,312,uc,02123--11,25
2186,117521,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,16,,,,267,uc,24289--16,20
2187,117522,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,25,,,,75,uc,27319--25,9
2188,117524,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,17,,,,267,uc,24289--17,35
2189,117525,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,18,,,,267,uc,24289--18,26
2190,117526,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,19,,,,267,uc,24289--19,14
2191,117528,Słupsk,76-200,Słupsk,ul.,ulica,Wileńska,Wileńska,20,,,,266,uc,24289--20,15
2192,117529,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,24,,,,75,uc,27319--24,25
2193,117531,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,35,,,,177,uc,24628--35,15
2194,117532,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,23,,,,74,uc,27319--23,41
2195,117533,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,17,,,,344,uc,24687--17,10
2196,117534,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,3,,,,356,uc,17577--3,32
2197,117536,Słupsk,76-200,Słupsk,pl.,plac,Broniewskiego,Władysława Broniewskiego,12,,,,311,uc,02123--12,17
2198,117538,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,29,,,,165,uc,24687--29,40
2199,117539,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,22,,,,74,uc,27319--22,41
2200,117541,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,16,,,,344,uc,24687--16,27
2201,117542,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,11,,,,176,uc,17577--11,20
2202,117545,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,36,,,,177,uc,24628--36,23
2203,117547,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,21,,,,75,uc,27319--21,36
2204,117548,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,3,,,,255,uc,27319--3,15
2205,117549,Słupsk,76-200,Słupsk,ul.,ulica,Żeromskiego,Stefana Żeromskiego,4,,,,356,uc,26469--4,26
2206,117551,Słupsk,76-200,Słupsk,ul.,ulica,Konopnickiej,Marii Konopnickiej,28,,,,177,uc,09186--28,41
2207,117554,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,4,,,,255,uc,27319--4,28
2208,117557,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,30,,,,165,uc,24687--30,31
2209,117562,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,5,,,,255,uc,27319--5,45
2210,117563,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,12,,,,176,uc,17577--12,24
2211,117566,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,19,,,,75,uc,27319--19,30
2212,117568,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,6,,,,255,uc,27319--6,28
2213,117572,Słupsk,76-200,Słupsk,ul.,ulica,Żeromskiego,Stefana Żeromskiego,3,,,,356,uc,26469--3,32
2214,117575,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,18,,,,74,uc,27319--18,23
2215,117577,Słupsk,76-200,Słupsk,ul.,ulica,Konopnickiej,Marii Konopnickiej,29,,,,177,uc,09186--29,2
2216,117579,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,7,,,,255,uc,27319--7,37
2217,117580,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,38,,,,177,uc,24628--38,14
2218,117582,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,13,,,,176,uc,17577--13,26
2219,117586,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,16,,,,74,uc,27319--16,37
2220,117587,Słupsk,76-200,Słupsk,ul.,ulica,Żeromskiego,Stefana Żeromskiego,2,,,,356,uc,26469--2,18
2221,117588,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,56,,,,87,uc,12740--56,24
2222,117589,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,57,,,,87,uc,12740--57,9
2223,117590,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,59,,,,87,uc,12740--59,6
2224,117591,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,58,,,,87,uc,12740--58,14
2225,117597,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,51,,,,87,uc,12740--51,12
2226,117598,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,50,,,,87,uc,12740--50,10
2227,117599,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,53,,,,86,uc,12740--53,25
2228,117600,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,52,,,,86,uc,12740--52,12
2229,117601,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,14,,,,344,uc,24687--14,24
2230,117602,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,60,,,,86,uc,12740--60,10
2231,117604,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,14,,,,176,uc,17577--14,18
2232,117605,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,49,,,,87,uc,12740--49,10
2233,117606,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,15,,,,357,uc,24628--15,11
2234,117609,Słupsk,76-200,Słupsk,ul.,ulica,Żeromskiego,Stefana Żeromskiego,1,,,,356,uc,26469--1,34
2235,117610,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,48,,,,86,uc,12740--48,14
2236,117612,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,11,,,,255,uc,27319--11,26
2237,117614,Słupsk,76-200,Słupsk,ul.,ulica,Prusa,Bolesława Prusa,15,,,,176,uc,17577--15,15
2238,117616,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,33,,,,165,uc,24687--33,42
2239,117617,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,12,,,,255,uc,27319--12,30
2240,117618,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,13,,,,344,uc,24687--13,32
2241,117619,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,39,,,,88,uc,12740--39,65
2242,117621,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,41,,,,87,uc,12740--41,14
2243,117623,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,40,,,,87,uc,12740--40,18
2244,117624,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,13,,,,255,uc,27319--13,37
2245,117625,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,37,,,,87,uc,12740--37,25
2246,117626,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,3,,,,267,uc,12740--3,14
2247,117627,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,36,,,,87,uc,12740--36,26
2248,117628,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,4,,,,266,uc,12740--4,29
2249,117629,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,5,,,,267,uc,12740--5,14
2250,117630,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,35,,,,87,uc,12740--35,12
2251,117633,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,14,,,,255,uc,27319--14,24
2252,117634,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,7,,,,267,uc,12740--7,24
2253,117637,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,9,,,,267,uc,12740--9,8
2254,117638,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,10,,,,267,uc,12740--10,14
2255,117639,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,11,,,,267,uc,12740--11,20
2256,117644,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,41-42,,,,177,uc,24628--41-42,3
2257,117645,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,33,,,,74,uc,12130--33,43
2258,117646,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,34,,,,74,uc,12130--34,23
2259,117651,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,16,,,,266,uc,12740--16,12
2260,117652,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,17,,,,267,uc,12740--17,32
2261,117654,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,19,,,,266,uc,12740--19,23
2262,117655,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,20,,,,267,uc,12740--20,24
2263,117656,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,21,,,,267,uc,12740--21,29
2264,117657,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,22,,,,267,uc,12740--22,26
2265,117658,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,23,,,,267,uc,12740--23,26
2266,117660,Słupsk,76-200,Słupsk,ul.,ulica,Wyspiańskiego,Stanisława Wyspiańskiego,7,,,,175,uc,25084--7,46
2267,117662,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,25,,,,267,uc,12740--25,26
2268,117663,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,13,,,,356,uc,24628--13,17
2269,117664,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,26,,,,267,uc,12740--26,21
2270,117665,Słupsk,76-200,Słupsk,ul.,ulica,Niemcewicza,Juliana Niemcewicza,13A,,,,253,uc,27319--13A,20
2271,117666,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,27,,,,266,uc,12740--27,21
2272,117669,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,31,,,,74,uc,12130--31,26
2273,117670,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,28,,,,266,uc,12740--28,16
2274,117671,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,29,,,,266,uc,12740--29,24
2275,117672,Słupsk,76-200,Słupsk,ul.,ulica,Tuwima,Juliana Tuwima,9,,,,14,uc,23196--9,34
2276,117673,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,10,,,,356,uc,09848--10,16
2277,117675,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,43,,,,177,uc,24628--43,21
2278,117676,Słupsk,76-200,Słupsk,ul.,ulica,Mickiewicza,Adama Mickiewicza,30,,,,267,uc,12740--30,39
2279,117677,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,30,,,,74,uc,12130--30,28
2280,117680,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,12,,,,356,uc,24628--12,27
2281,117681,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,12,,,,176,uc,09848--12,13
2282,117683,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,29,,,,74,uc,12130--29,16
2283,117685,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,12,,,,344,uc,24687--12,49
2284,117686,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,28,,,,74,uc,12130--28,23
2285,117688,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,1,,,,254,uc,12130--1,26
2286,117690,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,27,,,,74,uc,12130--27,15
2287,117694,Słupsk,76-200,Słupsk,ul.,ulica,Wyspiańskiego,Stanisława Wyspiańskiego,6,,,,356,uc,25084--6,37
2288,117695,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,35,,,,164,uc,24687--35,32
2289,117696,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,2,,,,254,uc,12130--2,22
2290,117697,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,44,,,,177,uc,24628--44,15
2291,117698,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,11,,,,356,uc,24628--11,4
2292,117699,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,9,,,,357,uc,09848--9,9
2293,117700,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,3,,,,255,uc,12130--3,22
2294,117703,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,13,,,,177,uc,09848--13,20
2295,117706,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,25,,,,74,uc,12130--25,17
2296,117709,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,10,,,,357,uc,24628--10,5
2297,117712,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,24,,,,74,uc,12130--24,13
2298,117713,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,5,,,,255,uc,12130--5,31
2299,117714,Słupsk,76-200,Słupsk,ul.,ulica,Wolności,Wolności,36,,,,163,uc,24687--36,18
2300,117715,Słupsk,76-200,Słupsk,ul.,ulica,Wyspiańskiego,Stanisława Wyspiańskiego,5,,,,356,uc,25084--5,25
2301,117718,Słupsk,76-200,Słupsk,ul.,ulica,Tuwima,Juliana Tuwima,8,,,,15,uc,23196--8,31
2302,117719,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,45,,,,177,uc,24628--45,19
2303,117720,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,8,,,,357,uc,09848--8,17
2304,117722,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,23,,,,74,uc,12130--23,8
2305,117723,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,6,,,,254,uc,12130--6,34
2306,117724,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,22,,,,75,uc,12130--22,8
2307,117727,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,21,,,,74,uc,12130--21,9
2308,117728,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,9,,,,356,uc,24628--9,1
2309,117729,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,20,,,,75,uc,12130--20,18
2310,117731,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,19,,,,74,uc,12130--19,10
2311,117733,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,7,,,,255,uc,12130--7,34
2312,117735,Słupsk,76-200,Słupsk,ul.,ulica,Wyspiańskiego,Stanisława Wyspiańskiego,4,,,,356,uc,25084--4,32
2313,117736,Słupsk,76-200,Słupsk,ul.,ulica,Małachowskiego,Stanisława Małachowskiego,8,,,,255,uc,12130--8,38
2314,117738,Słupsk,76-200,Słupsk,ul.,ulica,Wyspiańskiego,Stanisława Wyspiańskiego,10,,,,176,uc,25084--10,45
2315,117745,Słupsk,76-200,Słupsk,ul.,ulica,Morcinka,Gustawa Morcinka,1,,,,90,uc,13279--1,105
2316,117748,Słupsk,76-200,Słupsk,ul.,ulica,Morcinka,Gustawa Morcinka,3,,,,90,uc,13279--3,58
2317,117750,Słupsk,76-200,Słupsk,ul.,ulica,Morcinka,Gustawa Morcinka,2,,,,89,uc,13279--2,91
2318,117751,Słupsk,76-200,Słupsk,ul.,ulica,Wyspiańskiego,Stanisława Wyspiańskiego,3,,,,357,uc,25084--3,30
2319,117755,Słupsk,76-200,Słupsk,ul.,ulica,Wyspiańskiego,Stanisława Wyspiańskiego,11,,,,176,uc,25084--11,55
2320,117758,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,6,,,,41,uc,09848--6,9
2321,117762,Słupsk,76-200,Słupsk,ul.,ulica,Wyspiańskiego,Stanisława Wyspiańskiego,2,,,,356,uc,25084--2,34
2322,117768,Słupsk,76-200,Słupsk,ul.,ulica,Morcinka,Gustawa Morcinka,4,,,,89,uc,13279--4,116
2323,117769,Słupsk,76-200,Słupsk,ul.,ulica,Wyspiańskiego,Stanisława Wyspiańskiego,12,,,,176,uc,25084--12,18
2324,117772,Słupsk,76-200,Słupsk,ul.,ulica,Niedziałkowskiego,Mieczysława Niedziałkowskiego,4,,,,143,uc,14140--4,4
2325,117773,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,16,,,,205,uc,09848--16,18
2326,117775,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,17,,,,85,uc,20551--17,40
2327,117777,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,19,,,,84,uc,20551--19,27
2328,117778,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,18,,,,85,uc,20551--18,33
2329,117785,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,5,,,,357,uc,24628--5,14
2330,117786,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,15,,,,85,uc,20551--15,36
2331,117787,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,14,,,,84,uc,20551--14,13
2332,117788,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,10,,,,84,uc,20551--10,31
2333,117789,Słupsk,76-200,Słupsk,ul.,ulica,Niedziałkowskiego,Mieczysława Niedziałkowskiego,5,,,,143,uc,14140--5,19
2334,117791,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,12,,,,83,uc,20551--12,34
2335,117792,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,13,,,,84,uc,20551--13,15
2336,117794,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,17,,,,237,uc,09848--17,44
2337,117795,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,11,,,,84,uc,20551--11,25
2338,117797,Słupsk,76-200,Słupsk,ul.,ulica,Morcinka,Gustawa Morcinka,22,,,,256,uc,13279--22,29
2339,117801,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,3,,,,35,uc,09848--3,51
2341,117805,Słupsk,76-200,Słupsk,ul.,ulica,Niedziałkowskiego,Mieczysława Niedziałkowskiego,3,,,,323,uc,14140--3,18
2342,117807,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,1,,,,264,uc,20551--1,28
2343,117808,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,2,,,,265,uc,20551--2,15
2344,117809,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,3,,,,265,uc,20551--3,16
2345,117810,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,3,,,,357,uc,24628--3,19
2346,117811,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,4-5,,,,264,uc,20551--4-5,29
2347,117812,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,6,,,,265,uc,20551--6,29
2349,117816,Słupsk,76-200,Słupsk,ul.,ulica,Krasińskiego,Zygmunta Krasińskiego,2,,,,36,uc,09848--2,24
2350,117818,Słupsk,76-200,Słupsk,ul.,ulica,Solskiego,Ludwika Solskiego,7,,,,264,uc,20551--7,14
2352,117823,Słupsk,76-200,Słupsk,ul.,ulica,Morcinka,Gustawa Morcinka,5,,,,254,uc,13279--5,12
2354,117827,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,2,,,,356,uc,24628--2,29
2355,117834,Słupsk,76-200,Słupsk,ul.,ulica,Starzyńskiego,Stefana Starzyńskiego,1,,,,95,uc,21047--1,8
2356,117835,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,54,,,,176,uc,24628--54,3
2357,117838,Słupsk,76-200,Słupsk,ul.,ulica,Niedziałkowskiego,Mieczysława Niedziałkowskiego,7,,,,143,uc,14140--7,13
2358,117840,Słupsk,76-200,Słupsk,ul.,ulica,Tuwima,Juliana Tuwima,2,,,,16,uc,23196--2,28
2359,117842,Słupsk,76-200,Słupsk,ul.,ulica,Wojska Polskiego,Wojska Polskiego,1,,,,357,uc,24628--1,58
2360,117843,Słupsk,76-200,Słupsk,ul.,ulica,Starzyńskiego,Stefana Starzyńskiego,2,,,,94,uc,21047--2,9
2361,117844,Słupsk,76-200,Słupsk,ul.,ulica,Starzyńskiego,Stefana Starzyńskiego,4,,,,94,uc,21047--4,12
2362,117846,Słupsk,76-200,Słupsk,ul.,ulica,Staszica,Stanisława Staszica,8,,,,83,uc,21071--8,10
2363,117847,Słupsk,76-200,Słupsk,ul.,ulica,Starzyńskiego,Stefana Starzyńskiego,8,,,,94,uc,21047--8,16
2364,117851,Słupsk,76-200,Słupsk,ul.,ulica,Staszica,Stanisława Staszica,7,,,,86,uc,21071--7,22
2365,117853,Słupsk,76-200,Słupsk,ul.,ulica,Staszica,Stanisława Staszica,3,,,,85,uc,21071--3,6
2366,117854,Słupsk,76-200,Słupsk,ul.,ulica,Staszica,Stanisława Staszica,6,,,,85,uc,21071--6,12
2367,117855,Słupsk,76-200,Słupsk,,inna,Sienkiewicza,Henryka Sienkiewicza,1,,,,53,uc,19831--1,35
2368,117858,Słupsk,76-200,Słupsk,ul.,ulica,Staszica,Stanisława Staszica,5,,,,84,uc,21071--5,18
2369,117859,Słupsk,76-200,Słupsk,ul.,ulica,Staszica,Stanisława Staszica,4,,,,84,uc,21071--4,10
2370,117862,Słupsk,76-200,Słupsk,,inna,Sienkiewicza,Henryka Sienkiewicza,2,,,,54,uc,19831--2,10
2371,117871,Słupsk,76-200,Słupsk,,inna,Sienkiewicza,Henryka Sienkiewicza,3,,,,53,uc,19831--3,22
2373,117875,Słupsk,76-200,Słupsk,ul.,ulica,Staszica,Stanisława Staszica,10,,,,165,uc,21071--10,1
2374,117878,Słupsk,76-200,Słupsk,,inna,Sienkiewicza,Henryka Sienkiewicza,4,,,,53,uc,19831--4,34
2376,117881,Słupsk,76-200,Słupsk,ul.,ulica,Staszica,Stanisława Staszica,11,,,,144,uc,21071--11,20
2378,117885,Słupsk,76-200,Słupsk,,inna,Sienkiewicza,Henryka Sienkiewicza,5,,,,53,uc,19831--5,20
2383,117895,Słupsk,76-200,Słupsk,ul.,ulica,Staszica,Stanisława Staszica,13,,,,200,uc,21071--13,31
2384,117897,Słupsk,76-200,Słupsk,ul.,ulica,Łajming,Anny Łajming,4,,,,282,uc,38322--4,17
2385,117898,Słupsk,76-200,Słupsk,ul.,ulica,Łajming,Anny Łajming,5,,,,259,uc,38322--5,24
2386,117900,Słupsk,76-200,Słupsk,,inna,Sienkiewicza,Henryka Sienkiewicza,6,,,,54,uc,19831--6,32
2387,117905,Słupsk,76-200,Słupsk,ul.,ulica,Łajming,Anny Łajming,7,,,,240,uc,38322--7,1
2388,117909,Słupsk,76-200,Słupsk,,inna,Sienkiewicza,Henryka Sienkiewicza,8,,,,53,uc,19831--8,40
2389,117916,Słupsk,76-200,Słupsk,ul.,ulica,Kopernika,Mikołaja Kopernika,8,,,,273,uc,09282--8,14
2390,117921,Słupsk,76-200,Słupsk,ul.,ulica,Filmowa,Filmowa,5,,,,112,uc,05009--5,42
2391,117928,Słupsk,76-200,Słupsk,ul.,ulica,Kopernika,Mikołaja Kopernika,15,,,,268,uc,09282--15,29
2393,117933,Słupsk,76-200,Słupsk,ul.,ulica,Kopernika,Mikołaja Kopernika,17,,,,268,uc,09282--17,48
2395,117939,Słupsk,76-200,Słupsk,ul.,ulica,Kopernika,Mikołaja Kopernika,6,,,,286,uc,09282--6,24
